Date+A1,Open,High,Low,Close,Volume,3M_before,Close_3M_before,3M_UP/DOWN,6M_before,Close_6M_before,6M_UP/DOWN,9M_before,Close_9M_before,9M_UP/DOWN,12_before,Close_12_before,12M_UP/DOWN
04/07/01,360.07,361.33,355.64,356.12,74154553,04/04/01,346.04,0,04/01/01,,,03/10/01,,,03/07/01,,
04/07/02,355.03,355.64,352.5,353.13,62183424,04/04/02,352.73,0,04/01/02,,,03/10/02,,,03/07/02,,
04/07/05,352.81,354.04,352.51,352.83,28847662,04/04/05,356.06,1,04/01/05,,,03/10/05,,,03/07/05,,
04/07/06,353.73,353.73,347.9,348.57,62254666,04/04/06,353.91,1,04/01/06,,,03/10/06,,,03/07/06,,
04/07/07,348.56,349.68,346.9,347.48,74867149,04/04/07,352.47,1,04/01/07,,,03/10/07,,,03/07/07,,
04/07/08,346.34,347.9,344.68,347.72,79322897,04/04/08,353.5,1,04/01/08,,,03/10/08,,,03/07/08,,
04/07/09,345.67,347.39,343.63,346.88,70178406,04/04/09,,,04/01/09,,,03/10/09,,,03/07/09,,
04/07/12,344.96,346.93,343.44,344.06,52118915,04/04/12,,,04/01/12,,,03/10/12,,,03/07/12,,
04/07/13,345.56,345.94,343.99,344.84,55047936,04/04/13,358.1,1,04/01/13,,,03/10/13,,,03/07/13,,
04/07/14,342.19,344.25,340.51,344.25,66820864,04/04/14,353.25,1,04/01/14,,,03/10/14,,,03/07/14,,
04/07/15,343.44,343.66,340.16,340.16,60724759,04/04/15,352.59,1,04/01/15,,,03/10/15,,,03/07/15,,
04/07/16,340.97,342.89,339.71,340.19,68334552,04/04/16,355.01,1,04/01/16,,,03/10/16,,,03/07/16,,
04/07/19,339.49,340.15,337.51,337.51,55258004,04/04/19,354.52,1,04/01/19,,,03/10/19,,,03/07/19,,
04/07/20,336.6,339.63,335.22,339.51,71986239,04/04/20,357.64,1,04/01/20,,,03/10/20,,,03/07/20,,
04/07/21,341.37,344.73,341.22,342.97,73043251,04/04/21,354.93,1,04/01/21,,,03/10/21,,,03/07/21,,
04/07/22,340.85,340.85,336.42,336.7,69098997,04/04/22,357.58,1,04/01/22,,,03/10/22,,,03/07/22,,
04/07/23,337.82,338.6,335.53,336.41,56026266,04/04/23,361.49,1,04/01/23,,,03/10/23,,,03/07/23,,
04/07/26,336.07,337.48,332.45,332.73,52965956,04/04/26,363.1,1,04/01/26,,,03/10/26,,,03/07/26,,
04/07/27,333.68,337.59,333.68,337.53,70746687,04/04/27,363.64,1,04/01/27,,,03/10/27,,,03/07/27,,
04/07/28,339.25,341.13,336.61,337.3,77131611,04/04/28,357.9,1,04/01/28,,,03/10/28,,,03/07/28,,
04/07/29,338.36,344.01,338.35,343.62,88114904,04/04/29,353.03,1,04/01/29,,,03/10/29,,,03/07/29,,
04/07/30,344.41,345.26,341.78,344.07,65966194,04/04/30,351.43,1,04/01/30,,,03/10/30,,,03/07/30,,
04/08/02,342.3,342.54,339.82,341.36,51276009,04/05/02,,,04/02/02,,,03/11/02,,,03/08/02,,
04/08/03,342.65,343.63,341.57,342.53,56751002,04/05/03,353.37,1,04/02/03,,,03/11/03,,,03/08/03,,
04/08/04,340.28,340.34,336.58,337.75,74964554,04/05/04,352.2,1,04/02/04,,,03/11/04,,,03/08/04,,
04/08/05,339.21,340.57,338.31,338.35,61762509,04/05/05,354.56,1,04/02/05,,,03/11/05,,,03/08/05,,
04/08/06,336.05,336.05,329.11,329.71,89595233,04/05/06,345.19,1,04/02/06,,,03/11/06,,,03/08/06,,
04/08/09,329.78,330.33,324.28,325.83,67986216,04/05/09,,,04/02/09,,,03/11/09,,,03/08/09,,
04/08/10,326.46,328.49,325.58,328.48,56853982,04/05/10,334.02,1,04/02/10,,,03/11/10,,,03/08/10,,
04/08/11,329.3,329.3,321.85,325.09,76650849,04/05/11,339.49,1,04/02/11,,,03/11/11,,,03/08/11,,
04/08/12,325.8,327.41,321.57,323.32,86746385,04/05/12,333.82,1,04/02/12,,,03/11/12,,,03/08/12,,
04/08/13,321.15,323.56,320.12,322.47,72576489,04/05/13,337.93,1,04/02/13,,,03/11/13,,,03/08/13,,
04/08/16,321.48,327.02,320.24,326.81,60223016,04/05/16,,,04/02/16,,,03/11/16,,,03/08/16,,
04/08/17,326.14,329.97,325.48,327.72,65039167,04/05/17,331.32,1,04/02/17,,,03/11/17,,,03/08/17,,
04/08/18,327.38,329.39,325.65,329.33,55637686,04/05/18,334.49,1,04/02/18,,,03/11/18,,,03/08/18,,
04/08/19,331.39,331.94,327.77,329.07,57781487,04/05/19,341.57,1,04/02/19,,,03/11/19,,,03/08/19,,
04/08/20,328.4,328.83,326.36,328.18,46992822,04/05/20,338.76,1,04/02/20,,,03/11/20,,,03/08/20,,
04/08/23,330.68,333.63,330.09,332.93,48071071,04/05/23,,,04/02/23,,,03/11/23,,,03/08/23,,
04/08/24,332.75,335.16,332.61,332.99,53057923,04/05/24,341.41,1,04/02/24,,,03/11/24,,,03/08/24,,
04/08/25,335.21,335.35,332.93,334.33,46766700,04/05/25,338.17,1,04/02/25,,,03/11/25,,,03/08/25,,
04/08/26,337.01,338.26,336.47,337.81,53357352,04/05/26,341.5,1,04/02/26,,,03/11/26,,,03/08/26,,
04/08/27,338.21,339.67,336.25,339.32,46181828,04/05/27,345.19,1,04/02/27,,,03/11/27,,,03/08/27,,
04/08/30,339,339.37,336.81,338.36,34081545,04/05/30,,,04/02/29,,,03/11/30,,,03/08/30,,
04/08/31,336.93,337.09,333.63,334.07,63299977,04/05/31,346.25,1,04/02/29,,,03/11/30,,,03/08/31,,
04/09/01,336.19,337.21,334.85,336.57,56990805,04/06/01,341.62,1,04/03/01,,,03/12/01,,,03/09/01,,
04/09/02,336.03,338.65,335.03,337.89,55142531,04/06/02,343.48,1,04/03/02,,,03/12/02,,,03/09/02,,
04/09/03,337.98,341.63,337.06,340.47,64660361,04/06/03,345.72,1,04/03/03,,,03/12/03,,,03/09/03,,
04/09/06,341.16,342.5,340.96,342.29,38971452,04/06/06,,,04/03/06,,,03/12/06,,,03/09/06,,
04/09/07,342.55,343.93,341.56,342.76,58649025,04/06/07,354.13,1,04/03/07,,,03/12/07,,,03/09/07,,
04/09/08,342.88,343.24,341.61,342.28,54690378,04/06/08,354.27,1,04/03/08,,,03/12/08,,,03/09/08,,
04/09/09,340.92,340.94,338.61,339.69,63146081,04/06/09,352.54,1,04/03/09,,,03/12/09,,,03/09/09,,
04/09/10,340.53,343.06,340.53,342.65,55874122,04/06/10,354.48,1,04/03/10,,,03/12/10,,,03/09/10,,
04/09/13,343.99,348.19,343.99,348.19,65493771,04/06/13,,,04/03/13,,,03/12/13,,,03/09/13,,
04/09/14,347.76,348.28,346.64,347.72,65955880,04/06/14,348.63,1,04/03/14,,,03/12/14,,,03/09/14,,
04/09/15,347.72,349.51,346.08,347.12,80497374,04/06/15,351.65,1,04/03/15,335.97,0,03/12/15,,,03/09/15,,
04/09/16,347.46,349.37,347.14,349.04,59578317,04/06/16,353.09,1,04/03/16,336.6,0,03/12/16,,,03/09/16,,
04/09/17,348.85,352.02,348.47,351.08,116339837,04/06/17,351.76,1,04/03/17,342.93,0,03/12/17,,,03/09/17,,
04/09/20,350.35,350.5,348.3,350.15,49908167,04/06/20,,,04/03/20,,,03/12/20,,,03/09/20,,
04/09/21,349.56,351.75,349.53,351.31,61145714,04/06/21,352.02,1,04/03/21,,,03/12/21,,,03/09/21,,
04/09/22,351.15,351.99,347.11,347.59,87599184,04/06/22,347.28,0,04/03/22,328.7,0,03/12/22,,,03/09/22,,
04/09/23,346.5,346.5,343.69,344.56,68432242,04/06/23,348.63,1,04/03/23,328.86,0,03/12/23,,,03/09/23,,
04/09/24,344.09,345.45,343.1,344.94,48395566,04/06/24,353.44,1,04/03/24,328.78,0,03/12/24,,,03/09/24,,
04/09/27,344.2,344.2,340.73,341.83,46982702,04/06/27,,,04/03/27,,,03/12/27,,,03/09/27,,
04/09/28,340.34,342.92,339.69,342.56,57891374,04/06/28,358.42,1,04/03/28,,,03/12/28,,,03/09/28,,
04/09/29,343.58,347.44,343.34,345.68,78166653,04/06/29,358.61,1,04/03/29,342.11,0,03/12/29,,,03/09/29,,
04/09/30,347.73,348.11,343.29,343.65,65874870,04/06/30,357.49,1,04/03/30,341.45,0,03/12/30,,,03/09/30,,
04/10/01,344.49,351.85,344.49,351.8,80429187,04/07/01,356.12,1,04/04/01,346.04,0,04/01/01,,,03/10/01,,
04/10/04,354.15,357.07,354.15,355.12,83869173,04/07/04,,,04/04/04,,,04/01/04,,,03/10/04,,
04/10/05,355.43,358.6,354.33,356.32,81111495,04/07/05,352.83,0,04/04/05,356.06,0,04/01/05,,,03/10/05,,
04/10/06,356.01,357.34,354.93,356.39,76965342,04/07/06,348.57,0,04/04/06,353.91,0,04/01/06,,,03/10/06,,
04/10/07,357.82,358.52,355.2,355.88,76921719,04/07/07,347.48,0,04/04/07,352.47,0,04/01/07,,,03/10/07,,
04/10/08,354.19,357.49,352.57,353.69,77762964,04/07/08,347.72,0,04/04/08,353.5,0,04/01/08,,,03/10/08,,
04/10/11,353.53,354.57,352.94,353.92,65500882,04/07/11,,,04/04/11,,,04/01/11,,,03/10/11,,
04/10/12,353.23,353.23,348.04,349.02,87804638,04/07/12,344.06,0,04/04/12,,,04/01/12,,,03/10/12,,
04/10/13,351.13,353.66,350.08,350.64,75205166,04/07/13,344.84,0,04/04/13,358.1,1,04/01/13,,,03/10/13,,
04/10/14,348.46,349.1,346.99,347.76,74807694,04/07/14,344.25,0,04/04/14,353.25,1,04/01/14,,,03/10/14,,
04/10/15,346.63,346.77,344.31,346.37,96534016,04/07/15,340.16,0,04/04/15,352.59,1,04/01/15,,,03/10/15,,
04/10/18,347.1,347.42,344.39,345.65,63863654,04/07/18,,,04/04/18,,,04/01/18,,,03/10/18,,
04/10/19,347.54,351.03,347.54,349.62,81131412,04/07/19,337.51,0,04/04/19,354.52,1,04/01/19,,,03/10/19,,
04/10/20,348.62,348.68,343.73,345.46,72024832,04/07/20,339.51,0,04/04/20,357.64,1,04/01/20,,,03/10/20,,
04/10/21,346.97,348.08,344.1,347.16,71515494,04/07/21,342.97,0,04/04/21,354.93,1,04/01/21,,,03/10/21,,
04/10/22,347.09,349.66,346.38,347.28,62489372,04/07/22,336.7,0,04/04/22,357.58,1,04/01/22,,,03/10/22,,
04/10/25,347.14,347.14,339.49,340.51,75201326,04/07/25,,,04/04/25,,,04/01/25,,,03/10/25,,
04/10/26,341.29,341.75,340.02,341.16,57516988,04/07/26,332.73,0,04/04/26,363.1,1,04/01/26,,,03/10/26,,
04/10/27,342.66,346.57,341.67,346.57,71178906,04/07/27,337.53,0,04/04/27,363.64,1,04/01/27,,,03/10/27,,
