Anmerkungen,"Kapitalgewichtet, bezugsrechtsbereinigt; Basis: Dezember 1869=100.",Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,"Bezogen auf die Bardividende, ab 1977 auf die Bruttodividende.",Ab 1977 ohne Steuergutschrift.,Aktien- Index plus reinvestierte Dividenden; Basis: Dezember 1869=100.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Ab 1977 basierend auf den Dividenden ohne Steuergutschrift.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Basis: 1985=100.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Performance- Index dividiert durch den Index der Lebenshaltungskosten; Basis: Dezember 1869=100.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Ab 1977 netto Performance- Index dividiert durch den Index der Lebenshaltungskosten.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.
1936/01,46,"15,9","3,8",,1299,"20,3",,,"21,1","1,7",664,"18,3",,
1936/02,46,"15,1","4,1",,1327,"19,5",,,"21,1","1,6",678,"17,6",,
1936/03,46,"14,4","4,2",,1321,"18,7",,,"21,1","1,6",675,"16,9",,
1936/04,48,"13,4","4,1",,1362,"17,7",,,"21,1","1,5",696,"15,9",,
1936/05,49,"12,2","4,1",,1422,"16,5",,,"21,1","1,3",727,"14,9",,
1936/06,50,"11,1","4,1",,1456,"15,3",,,"21,1","1,2",743,"13,8",,
1936/07,51,"10,1",4,,1500,"14,3",,,"21,3","1,2",760,"12,9",,
1936/08,50,9,"4,2",,1481,"13,3",,,"21,3","1,1",750,12,,
1936/09,50,"8,8","4,1",,1456,13,,,"21,1",1,743,"11,7",,
1936/10,53,"9,4","3,8",,1542,"13,7",,,"21,1",1,788,"12,4",,
1936/11,53,10,"3,9",,1551,"14,4",,,"21,1","1,1",793,13,,
1936/12,52,"10,6","3,9",,1552,15,,,"21,1",1,793,"13,6",,
1937/01,53,"11,1","3,9",,1569,"15,5",,,"21,2","1,5",797,"14,3",,
1937/02,54,"11,6","3,9",,1592,"16,1",,,"21,2","0,9",809,15,,
1937/03,54,"12,5",4,,1610,"17,1",,,"21,2","0,8",818,16,,
1937/04,55,"13,1",4,,1628,"17,7",,,"21,2","0,7",827,"16,7",,
1937/05,55,"13,4",4,,1666,18,,,"21,2","0,7",847,"17,1",,
1937/06,56,"13,6",4,,1681,"18,2",,,"21,2","0,6",854,"17,3",,
1937/07,57,"13,8","3,9",,1734,"18,3",,,"21,4","0,6",874,"17,5",,
1937/08,57,"14,4","3,9",,1751,"18,9",,,"21,4","0,6",883,"18,2",,
1937/09,57,"14,9",4,,1738,"19,5",,,"21,2","0,6",883,"18,8",,
1937/10,56,"14,1","4,1",,1714,"18,6",,,"21,2","0,5",871,"17,9",,
1937/11,56,"12,9","4,2",,1695,"17,4",,,"21,2","0,5",862,"16,7",,
1937/12,55,"11,9","4,2",,1705,"16,3",,,"21,2","0,5",867,"15,7",,
1938/01,56,"11,1","4,1",,1744,"15,5",,,"21,2","0,4",886,15,,
1938/02,56,"10,2","4,1",,1741,"14,6",,,"21,2","0,4",885,"14,1",,
1938/03,56,"9,2","4,2",,1744,"13,5",,,"21,4","0,4",879,13,,
1938/04,57,"8,3","4,1",,1759,"12,6",,,"21,4","0,5",887,"12,1",,
1938/05,56,"7,3","4,3",,1749,"11,6",,,"21,4","0,5",882,11,,
1938/06,55,"6,2","4,4",,1715,"10,4",,,"21,4","0,6",865,"9,9",,
1938/07,53,"4,7","4,6",,1705,"8,9",,,"21,6","0,6",853,"8,4",,
1938/08,51,"2,5","4,9",,1615,"6,7",,,"21,6","0,6",808,"6,1",,
1938/09,51,"0,5",5,,1631,"4,6",,,"21,2","0,6",829,"4,1",,
1938/10,53,"-0,5","4,8",,1699,"3,6",,,"21,2","0,5",863,"3,2",,
1938/11,53,"-1,3","4,9",,1675,"2,8",,,"21,2","0,5",851,"2,3",,
1938/12,51,"-2,4",5,,1654,"1,7",,,"21,2","0,5",840,"1,3",,
1939/01,51,"-3,6",5,,1666,"0,5",,,"21,4","0,5",840,0,,
1939/02,52,"-4,7","4,9",,1682,"-0,6",,,"21,4","0,6",848,"-1,1",,
1939/03,51,"-5,8",5,,1652,"-1,7",,,"21,4","0,5",833,"-2,1",,
1939/04,51,"-6,9",5,,1660,"-2,8",,,"21,4","0,5",837,"-3,1",,
1939/05,51,"-7,7",5,,1671,"-3,5",,,"21,4","0,4",842,"-3,8",,
1939/06,50,"-8,3","5,1",,1642,-4,,,"21,6","0,4",822,"-4,4",,
1939/07,50,"-8,4","5,2",,1663,"-4,1",,,"21,6","0,3",832,"-4,4",,
1939/08,50,"-7,5","5,1",,1689,"-3,1",,,"21,6","0,2",845,"-3,3",,
1939/09,50,"-6,9","5,1",,1681,"-2,4",,,"21,4","0,3",847,"-2,6",,
1939/10,50,-7,"5,1",,1672,"-2,4",,,"21,4","0,4",843,"-2,8",,
1939/11,51,"-6,8",5,,1712,"-2,1",,,"21,4","0,5",863,"-2,5",,
1939/12,53,"-5,9","4,9",,1798,"-1,2",,,"21,4","0,5",907,"-1,6",,
1940/01,55,"-4,7","4,8",,1856,"0,1",,,"21,6","0,5",929,"-0,3",,
1940/02,56,"-3,5","4,7",,1896,"1,5",,,"21,6","0,5",949,1,,
1940/03,58,"-1,6","4,5",,1960,"3,5",,,"21,9","0,7",965,"2,8",,
1940/04,59,"0,5","4,4",,2009,"5,7",,,"21,9","0,9",989,"4,8",,
1940/05,61,"2,9","4,3",,2090,"8,2",,,"22,1","1,2",1021,7,,
1940/06,61,"5,4","4,4",,2097,"10,9",,,"22,3","1,4",1017,"9,3",,
1940/07,62,"8,2","4,3",,2188,"13,8",,,"22,4","1,7",1053,"11,8",,
1940/08,63,"10,2","4,1",,2195,"15,9",,,"22,6","2,1",1048,"13,4",,
1940/09,65,"12,9","3,9",,2290,"18,6",,,"22,4","2,4",1102,"15,7",,
1940/10,68,"16,4","3,9",,2370,"22,3",,,"22,3","2,7",1149,19,,
1940/11,69,"19,6","3,8",,2419,"25,6",,,"22,1","2,9",1182,22,,
1940/12,69,22,"3,8",,2453,"27,9",,,"22,3","3,1",1190,24,,
1941/01,71,24,"3,7",,2520,30,,,"22,4","3,4",1213,"25,7",,
1941/02,72,"25,9","3,8",,2549,"31,8",,,"22,4","3,6",1227,"27,1",,
1941/03,71,"26,7","3,9",,2511,"32,5",,,"22,4","3,6",1209,"27,9",,
1941/04,71,27,"3,8",,2511,"32,7",,,"22,4","3,6",1208,"28,1",,
1941/05,72,"26,8","3,6",,2580,"32,4",,,"22,6","3,5",1232,"27,9",,
1941/06,75,"26,8","3,5",,2676,"32,3",,,"22,8","3,4",1269,"27,9",,
1941/07,77,"26,6","3,4",,2801,"31,9",,,"23,1","3,4",1308,"27,7",,
1941/08,78,"26,6","3,4",,2828,"31,8",,,"23,1","3,2",1321,"27,8",,
1941/09,79,"25,8","3,4",,2875,"30,8",,,"22,6","2,9",1373,"27,3",,
1941/10,74,"23,6","3,6",,2694,"28,4",,,"22,6","2,6",1287,"25,2",,
1941/11,74,"21,2","3,7",,2679,"25,9",,,"22,6","2,5",1280,"22,8",,
1941/12,74,"19,1","3,7",,2712,"23,7",,,"22,6","2,3",1296,"20,9",,
1942/01,77,"17,3","3,6",,2822,"21,7",,,"22,8","2,1",1338,"19,2",,
1942/02,75,"15,3","3,6",,2761,"19,6",,,"23,1","2,1",1290,"17,1",,
1942/03,77,"14,1","3,6",,2812,"18,3",,,"23,1","2,2",1313,"15,8",,
1942/04,76,"13,1","3,6",,2801,"17,2",,,"23,3","2,3",1299,"14,6",,
1942/05,77,"12,1","3,5",,2861,"16,2",,,"23,4","2,4",1317,"13,5",,
1942/06,77,"10,6","3,5",,2864,"14,5",,,"23,6","2,5",1309,"11,7",,
1942/07,77,"8,7","3,3",,2911,"12,5",,,"23,8","2,5",1321,"9,8",,
1942/08,77,"6,7","3,3",,2910,"10,5",,,"23,8","2,6",1320,"7,8",,
1942/09,77,"4,8","3,3",,2910,"8,5",,,"23,8",3,1320,"5,4",,
1942/10,77,"4,3","3,3",,2885,8,,,"23,4","3,1",1328,"4,7",,
1942/11,77,"4,1","3,3",,2902,"7,8",,,"22,9","3,1",1366,"4,6",,
1942/12,77,"3,9","3,3",,2932,"7,6",,,"23,1","3,1",1370,"4,4",,
1943/01,78,"3,4","3,2",,2945,7,,,"23,2","3,1",1369,"3,7",,
1943/02,77,"3,2","3,3",,2916,"6,8",,,"23,3","2,9",1349,"3,7",,
1943/03,76,"2,5","3,3",,2904,"6,1",,,"23,4","2,8",1341,"3,2",,
1943/04,76,"1,9","3,3",,2892,"5,4",,,"23,4","2,5",1331,"2,8",,
1943/05,76,"1,2","3,3",,2920,"4,7",,,"23,5","2,2",1339,"2,4",,
1943/06,76,"0,8","3,3",,2918,"4,3",,,"23,6","1,9",1334,"2,3",,
1943/07,76,"0,6","3,3",,2957,"4,1",,,"24,1","1,8",1323,"2,2",,
1943/08,76,"0,5","3,3",,2957,4,,,"23,9","1,6",1332,"2,3",,
1943/09,76,"0,6","3,3",,2957,4,,,"23,4","1,6",1362,"2,9",,
1943/10,76,"0,3","3,3",,2957,"3,6",,,"23,4","0,7",1366,"2,9",,
1943/11,76,"-0,2","3,3",,2957,"3,1",,,"23,5","0,8",1359,"2,3",,
1943/12,76,"-0,7","3,3",,2985,"2,6",,,"23,5","0,7",1369,"1,8",,
1944/01,76,"-1,5","3,3",,2984,"2,3",,,"23,7","0,8",1361,"1,5",,
1944/02,76,"-1,2","3,1",,2984,"2,1",,,"23,7","0,9",1358,"1,2",,
1944/03,76,"-1,2","2,9",,2984,2,,,"23,8","0,9",1353,"1,1",,
1944/04,76,"-1,2","2,7",,2984,2,,,24,"1,1",1342,"1,7",,
1944/05,76,"-1,2","2,5",,3007,"2,1",,,24,"1,2",1354,"0,9",,
1944/06,76,-1,"2,1",,3007,"2,2",,,"24,1","1,4",1345,"0,8",,
1944/07,76,"-0,9","1,7",,3027,"2,3",,,"24,8","1,5",1319,"0,8",,
1944/08,76,"-0,8","1,3",,3027,"2,3",,,"24,5","1,7",1332,"0,7",,
1944/09,76,"-0,6","0,4",,3027,"2,4",,,24,"2,1",1362,"0,5",,
1944/10,76,"-0,6",0,,3027,"2,4",,,"24,1","2,3",1357,"0,2",,
1944/11,76,"-0,5",0,,3027,"2,4",,,"24,2","2,3",1351,"0,2",,
1944/12,76,"-0,3",0,,3027,"2,4",,,"24,3","2,5",1346,0,,
1945/01,76,"-0,2",0,,3018,"2,4",,,"24,4","2,5",1336,"-0,1",,
1945/02,75,"-0,2",0,,3006,"2,3",,,"24,5","2,7",1325,"-0,3",,
1945/03,75,"-0,2",0,,2993,2,,,"24,6","2,8",1314,"-0,6",,
1945/04,75,"-0,3",0,,2980,"1,8",,,"24,7","2,9",1303,"-1,5",,
1945/05,75,"-0,5",0,,2968,"1,4",,,"24,8",3,1292,"-1,4",,
1945/06,74,"-0,7",0,,2955,1,,,"24,9","3,1",1281,"-1,9",,
1945/07,74,"-0,9",0,,2942,"0,6",,,25,"2,9",1270,"-2,2",,
1945/08,74,"-1,2",0,,2929,"0,1",,,"25,1","2,9",1260,"-2,6",,
1945/09,73,"-1,5",0,,2917,"-0,4",,,"25,1",3,1254,"-3,3",,
1945/10,73,"-1,9",0,,2891,"-1,6",,,"25,2","3,2",1238,-4,,
1945/11,72,"-2,3",0,,2866,"-1,6",,,"25,6","3,4",1210,"-4,8",,
1945/12,72,"-2,7",0,,2862,"-2,2",,,"25,9","3,7",1195,"-5,6",,
1946/01,71,"-3,2",0,,2828,"-2,8",,,"26,1",4,1169,"-6,5",,
1946/02,70,"-3,8",0,,2790,"-3,4",,,"26,4","4,4",1142,"-7,4",,
1946/03,69,"-4,3",0,,2765,"-4,1",,,"26,6","4,8",1121,"-8,4",,
1946/04,68,"-4,9",0,,2727,"-4,8",,,"26,9","5,3",1096,"-9,4",,
1946/05,67,"-5,6",0,,2663,"-5,5",,,"27,2","5,8",1058,"-10,6",,
1946/06,66,"-6,3",0,,2612,"-6,3",,,"27,5","6,4",1027,"-11,8",,
1946/07,66,-7,0,,2638,-7,,,"27,9","7,3",1022,"-13,1",,
1946/08,68,"-7,4",0,,2689,"-7,4",,,"28,8","8,4",1009,"-14,3",,
1946/09,68,"-7,7",0,,2701,"-7,7",,,"28,5","9,1",1021,"-15,2",,
1946/10,68,"-7,8",0,,2727,"-7,8",,,"28,3","9,7",1040,"-15,8",,
1946/11,70,"-7,6",0,,2790,"-7,6",,,"28,4","10,2",1061,-16,,
1946/12,71,"-7,3",0,,2828,"-7,3",,,"28,1","10,3",1087,"-15,9",,
1947/01,72,"-6,7",0,,2853,"-6,7",,,"28,1","10,3",1097,"-15,4",,
1947/02,72,"-5,9",0,,2866,"-5,9",,,"28,1","10,2",1100,"-14,7",,
1947/03,72,-5,0,,2866,-5,,,"28,3","10,1",1092,"-13,7",,
1947/04,72,"-3,9",0,,2866,"-3,9",,,"28,4","9,8",1090,"-12,6",,
1947/05,72,"-2,4",0,,2866,"-2,4",,,"29,1","9,5",1063,"-11,1",,
1947/06,72,"-0,7",0,,2879,"-0,7",,,29,"9,1",1071,"-9,2",,
1947/07,73,"1,1",0,,2917,"1,1",,,30,"8,7",1050,"-7,3",,
1947/08,74,"2,6",0,,2955,"2,6",,,"29,4","7,7",1085,"-5,1",,
1947/09,74,4,0,,2955,4,,,"28,5","6,5",1117,"-2,7",,
1947/10,75,"5,3",0,,2980,"5,3",,,"28,4","5,6",1130,"-0,5",,
1947/11,75,"6,2",0,,3006,"6,2",,,"28,4","4,7",1142,"1,3",,
1947/12,76,7,0,,3044,7,,,"28,5","4,1",1151,"2,6",,
1948/01,78,"7,7",0,,3107,"7,7",,,"28,5","3,6",1175,"3,8",,
1948/02,80,"8,4",0,,3170,"8,4",,,"28,6","3,2",1195,"4,9",,
1948/03,88,"9,9",0,,3487,"9,9",,,29,"2,9",1298,"6,7",,
1948/04,96,"12,3",0,,3804,"12,3",,,"29,5","2,8",1392,"9,2",,
1948/05,104,"15,4",0,,4122,"15,4",,,"30,5","2,6",1458,"12,2",,
1948/06,117,"19,8",0,,4667,"19,8",,,"31,1","2,8",1621,"16,2",,
1948/07,9,"11,2",0,,356,"11,2",,,"32,7","2,9",118,"8,6",,
1948/08,9,"2,8",0,,363,"2,8",,,"33,6",4,116,"0,4",,
1948/09,9,"-5,5",0,,368,"-5,5",,,"34,3","5,6",116,-8,,
1948/10,9,"-13,7",0,,377,"-13,7",,,"35,2","7,6",115,"-16,5",,
1948/11,17,"-21,8",0,,387,"-21,8",,,"35,5","9,7",117,"-24,8",,
1948/12,19,"-29,8",0,,397,"-29,8",,,"35,8","11,7",120,-33,,
1949/01,10,"-37,9",0,,409,-38,,,"35,9","13,7",123,"-41,3",,
1949/02,11,"-46,2",0,,430,"-46,2",,,"35,9","15,6",129,"-49,7",,
1949/03,11,"-55,5",0,,450,"-55,5",,,"35,6","17,3",136,-59,,
1949/04,11,"-65,6",0,,450,"-65,6",,,35,"18,5",139,"-68,9",,
1949/05,12,"-76,2",0,,491,"-76,2",,,"34,4","19,2",154,"-78,9",,
1949/06,13,"-87,5",0,,532,"-87,5",,,"33,9","19,2",169,"-89,5",,
1949/07,13,"-86,2",0,,532,"-86,2",,,"33,9","18,7",169,"-88,5",,
1949/08,14,"-84,6",0,,573,"-84,6",,,"33,2","17,2",186,-87,,
1949/09,16,"-82,5",0,,655,"-82,5",,,"33,2",15,213,"-85,1",,
1949/10,19,"-79,8",0,,737,"-79,8",,,"33,2","12,3",239,"-82,6",,
1949/11,21,"-76,2",0,,819,"-76,2",,,"33,6","9,7",263,"-79,3",,
1949/12,24,"-71,5",0,,942,"-71,5",,,"33,2","6,9",306,"-74,8",,
1950/01,21,-66,0,,827,-66,,,"32,4",4,275,"-69,5",,
1950/02,21,"-59,2",0,,819,"-59,2",,,"32,1","1,2",276,"-62,4",,
1950/03,19,"-49,6","0,1",,745,"-49,6",,,"31,7","-1,4",254,"-52,5",,
1950/04,19,"-33,9","0,1",,770,"-33,9",,,"31,7","-3,6",262,"-35,8",,
1950/05,19,"-4,7","0,1",,761,"-4,7",,,"31,3","-5,2",262,"-4,3",,
1950/06,19,"78,4","0,1",,761,"78,5",,,"31,3","-6,5",262,"91,2",,
1950/07,20,"77,1","0,1",,778,"77,2",,,"31,3","-7,4",268,"91,3",,
1950/08,20,"74,4","0,1",,802,"74,5",,,"31,3","-7,7",276,"88,6",,
1950/09,21,69,"0,1",,843,69,,,"31,7","-7,8",287,"82,5",,
1950/10,22,"60,9","0,1",,860,61,,,"31,7","-7,7",293,"73,4",,
1950/11,21,"50,3","0,1",,827,"50,3",,,"31,4","-7,9",284,62,,
1950/12,21,"37,3","0,1",,844,"37,3",,,"32,1","-7,5",284,"47,5",,
1951/01,22,"30,4","0,1",,894,"30,5",,,"32,3","-6,8",298,39,,
1951/02,24,"25,8","0,1",,967,"25,9",,,"32,7","-5,7",320,"32,7",,
1951/03,25,"24,2","0,1",,984,"24,2",,,"33,3","-4,4",319,"29,2",,
1951/04,24,"21,9","0,3",,977,22,,,"33,6","-3,2",314,"25,3",,
1951/05,25,"20,9","1,3",,1002,21,,,"33,9","-1,7",319,"22,6",,
1951/06,27,"21,2","1,2",,1067,"21,3",,,"33,9","-0,4",339,"21,4",,
1951/07,28,"21,6","0,6",,1120,"21,8",,,"34,2",1,353,"20,2",,
1951/08,32,"23,7","0,8",,1293,24,,,"34,6","2,4",404,"20,8",,
1951/09,32,26,"1,7",,1301,"26,4",,,"34,9","3,6",403,"21,7",,
1951/10,35,"30,1",1,,1417,"30,5",,,"35,5",5,431,"23,9",,
1951/11,35,"35,6",1,,1384,"36,1",,,"35,5","6,7",421,"27,2",,
1951/12,39,"44,5","1,1",,1587,"45,2",,,"35,5","7,9",482,"34,1",,
1952/01,44,"52,6","1,5",,1785,"53,4",,,"35,5","8,7",542,"40,6",,
1952/02,44,"58,3","1,6",,1768,"59,2",,,"35,2","9,2",542,"45,3",,
1952/03,41,"60,8",1,,1628,"61,8",,,"35,2","9,3",499,"47,8",,
1952/04,40,"63,5","1,2",,1601,"64,6",,,"34,9","9,1",495,"50,9",,
1952/05,37,"64,4","1,3",,1501,"65,6",,,"34,6","8,5",469,"52,7",,
1952/06,35,63,"1,4",,1426,"64,2",,,"34,2","7,9",450,"52,5",,
1952/07,35,"60,4","1,5",,1402,"61,7",,,"34,6","7,2",438,"51,3",,
1952/08,35,"54,6","1,5",,1410,"55,9",,,"34,9","6,3",436,47,,
1952/09,36,"50,1","1,5",,1469,"51,4",,,"34,9","5,5",454,44,,
1952/10,34,"43,2","1,7",,1385,"44,5",,,"34,9","4,3",429,"39,1",,
1952/11,33,"36,8","1,8",,1352,"38,2",,,"34,9","3,1",418,"34,5",,
1952/12,32,"27,7",2,,1326,29,,,"34,9","2,1",410,"26,8",,
1953/01,33,"17,1",2,,1351,"18,4",,,"34,9","1,2",418,"17,5",,
1953/02,32,"8,1","2,1",,1309,"9,4",,,"34,6","0,5",409,"9,4",,
1953/03,32,"1,8","2,2",,1293,3,,,"34,6","-0,1",404,"3,6",,
1953/04,31,"-3,8","2,2",,1293,"-2,6",,,"34,2","-0,6",407,"-1,7",,
1953/05,31,"-7,9","2,3",,1276,"-6,6",,,"34,2","-0,9",402,"-5,7",,
1953/06,31,"-10,7","2,5",,1276,"-9,4",,,"33,9",-1,406,"-8,4",,
1953/07,31,"-12,7","2,6",,1306,"-11,3",,,"34,2","-1,2",412,"-10,2",,
1953/08,33,"-13,6","2,6",,1366,"-12,1",,,"34,2","-1,5",430,"-10,9",,
1953/09,35,"-14,5","2,6",,1468,"-12,9",,,"34,2","-1,6",463,"-11,5",,
1953/10,37,"-13,7","2,6",,1528,-12,,,"34,2","-1,6",482,"-10,5",,
1953/11,38,"-12,4","2,7",,1571,"-10,7",,,"34,2","-1,7",495,"-9,1",,
1953/12,37,"-9,9","2,9",,1567,-8,,,"34,2","-1,7",494,"-6,4",,
1954/01,39,"-6,3","2,7",,1627,"-4,2",,,"33,9","-1,8",518,"-2,5",,
1954/02,40,"-1,7","2,6",,1687,"0,6",,,"34,2","-1,7",532,"2,3",,
1954/03,41,"2,7","2,6",,1722,"5,1",,,"33,9","-1,8",548,"6,9",,
1954/04,41,"7,1","2,8",,1728,"9,7",,,"34,3","-1,6",543,"11,3",,
1954/05,42,"11,4",3,,1754,"14,2",,,"34,3","-1,5",552,"15,8",,
1954/06,44,"15,9","3,4",,1867,"18,9",,,"34,3","-1,3",587,"20,4",,
1954/07,48,"20,9","3,7",,2044,"24,2",,,"34,3","-1,2",643,"25,6",,
1954/08,50,"25,8","3,7",,2123,"29,3",,,"34,3","-1,8",668,"30,5",,
1954/09,53,"30,5","3,4",,2264,"34,3",,,"34,3","-0,8",712,"35,3",,
1954/10,56,"34,6","3,1",,2405,"38,5",,,"34,7","-0,5",749,"39,1",,
1954/11,59,"38,3",3,,2520,"42,4",,,"34,9","-0,2",779,"42,6",,
1954/12,63,"42,9","2,7",,2717,"47,3",,,"34,9","0,2",841,"46,9",,
1955/01,67,"47,8","2,7",,2886,"52,4",,,"34,9","0,7",893,"51,2",,
1955/02,66,"51,1","2,7",,2859,"55,8",,,"34,7","0,9",890,"54,4",,
1955/03,69,"54,4","2,5",,3002,"59,3",,,"34,7","1,2",934,"57,3",,
1955/04,76,"59,1","2,5",,3310,"64,2",,,"34,7","1,3",1030,"62,1",,
1955/05,77,"63,3",3,,3346,"68,5",,,"34,7","1,4",1041,"66,2",,
1955/06,77,"65,8",3,,3355,"71,1",,,"34,7","1,4",1044,"68,8",,
1955/07,79,"66,8","2,9",,3484,72,,,35,"1,5",1073,"69,5",,
1955/08,81,"67,4","2,8",,3548,"72,6",,,"34,7","1,6",1102,"69,9",,
1955/09,81,"67,2","2,9",,3575,"72,3",,,"34,7","1,7",1111,"69,6",,
1955/10,75,"64,6","3,2",,3285,"69,4",,,35,"1,6",1012,"66,9",,
1955/11,72,"60,8","3,1",,3177,"65,4",,,"35,4","1,6",968,63,,
1955/12,75,"55,8","3,1",,3334,"60,1",,,"35,4","1,5",1016,"57,9",,
1956/01,75,50,3,,3352,"54,1",,,"35,4","1,4",1022,"52,1",,
1956/02,73,"44,9","3,1",,3252,"48,8",,,"35,4","1,4",991,"46,9",,
1956/03,73,"39,2","3,2",,3252,43,,,"35,8","1,5",981,41,,
1956/04,74,"31,9","3,4",,3331,"35,4",,,"35,8","1,7",1005,"33,3",,
1956/05,72,"24,7","3,9",,3211,"28,1",,,"35,8","1,9",968,"25,9",,
1956/06,70,"18,4","4,1",,3137,"21,6",,,"35,8",2,946,"19,3",,
1956/07,69,"12,4","4,1",,3160,"15,6",,,"35,8",2,953,"13,3",,
1956/08,67,"6,5","4,3",,3057,"9,6",,,"35,8","2,2",922,"7,3",,
1956/09,68,"1,5","4,2",,3123,"4,5",,,"35,8","2,4",942,"2,1",,
1956/10,70,"-1,2","4,3",,3179,"1,8",,,"35,8","2,5",959,"-0,7",,
1956/11,68,"-3,2","4,2",,3094,"-0,2",,,"36,1","2,5",924,"-2,6",,
1956/12,69,"-5,2","4,2",,3199,"-2,1",,,"36,1","2,6",955,"-4,5",,
1957/01,69,"-6,7","4,1",,3209,"-3,6",,,"36,1","2,6",958,-6,,
1957/02,68,-8,"4,3",,3133,"-4,8",,,"36,1","2,6",935,"-7,3",,
1957/03,69,"-8,9","4,2",,3171,"-5,6",,,"36,1","2,4",947,"-7,9",,
1957/04,70,"-9,2","4,4",,3261,"-5,8",,,"36,1","2,2",974,"-7,9",,
1957/05,68,-9,5,,3203,"-5,6",,,"36,6","2,2",945,"-7,6",,
1957/06,67,"-8,6","5,3",,3136,-5,,,"36,6","2,1",926,-7,,
1957/07,68,"-7,7","5,1",,3268,-4,,,"36,9","2,1",955,"-6,1",,
1957/08,71,"-5,8","4,8",,3386,"-1,9",,,"36,6","2,1",999,-4,,
1957/09,73,"-3,9","4,6",,3484,"0,1",,,"36,6",2,1028,"-1,9",,
1957/10,72,"-3,1","4,8",,3425,1,,,"36,6",2,1011,"-1,9",,
1957/11,73,"-2,1","4,7",,3465,"2,2",,,"36,9",2,1012,"0,1",,
1957/12,73,"-1,6","4,6",,3533,"3,5",,,"36,9",2,1032,"1,3",,
1958/01,75,"0,4","4,4",,3632,5,,,"37,3","2,1",1051,"2,7",,
1958/02,76,"2,1","4,3",,3702,"6,8",,,"37,3","2,3",1071,"4,4",,
1958/03,76,"3,5","4,4",,3672,"8,3",,,"37,3","2,5",1062,"5,7",,
1958/04,79,"5,1","4,5",,3862,"10,1",,,"37,3","2,7",1117,"7,3",,
1958/05,79,"6,8","4,7",,3872,"11,9",,,"37,3","2,6",1120,9,,
1958/06,82,9,"4,5",,4034,"14,3",,,"37,3","2,6",1167,"11,3",,
1958/07,85,"11,1","4,3",,4216,"16,4",,,"37,7","2,5",1208,"13,5",,
1958/08,90,"12,9",4,,4493,"18,3",,,"37,3","2,5",1300,"15,4",,
1958/09,96,"15,1","3,7",,4801,"20,6",,,"36,4","2,3",1424,18,,
1958/10,101,"18,3","3,5",,5058,24,,,"36,4",2,1500,"21,7",,
1958/11,108,"21,9","3,2",,5376,"27,7",,,"37,3","1,9",1555,"25,4",,
1958/12,107,"25,3","3,3",,5377,"31,3",,,"37,3","1,8",1556,"29,1",,
1959/01,113,29,"3,1",,5677,35,,,"37,8","1,7",1620,"32,9",,
1959/02,114,"32,1",3,,5750,"38,2",,,"37,5","1,5",1654,"36,2",,
1959/03,114,"35,4",3,,5740,"41,5",,,"37,8","1,3",1638,"39,7",,
1959/04,121,"38,8",3,,6135,"44,9",,,"37,1","1,7",1785,"43,6",,
1959/05,129,"42,8",3,,6543,"48,9",,,"37,8","0,9",1867,"47,6",,
1959/06,142,47,"2,8",,7233,"53,2",,,"37,2","0,7",2097,"52,1",,
1959/07,162,53,"2,5",,8328,"59,2",,,"37,2","0,4",2413,"58,5",,
1959/08,182,"59,7","2,2",,9362,"66,1",,,"37,7","0,4",2678,"65,3",,
1959/09,172,"63,7","2,3",,8814,70,,,"37,2","0,6",2554,"68,8",,
1959/10,164,"65,2","2,5",,8423,"71,2",,,"37,2","0,8",2440,"69,6",,
1959/11,173,"65,9","2,3",,8866,"71,6",,,"37,3","0,7",2567,"70,3",,
1959/12,181,"67,6","2,2",,9339,"73,2",,,"37,3","0,6",2704,"71,9",,
1960/01,188,"68,7","2,1",,9721,"74,1",,,"37,9","0,6",2766,73,,
1960/02,189,"69,7","2,1",,9774,"74,9",,,"37,9","0,6",2784,"73,8",,
1960/03,186,"70,4","2,2",,9605,"75,3",,,"37,9","0,5",2738,"74,3",,
1960/04,192,"70,3","2,2",,9979,"75,1",,,"37,9","0,7",2840,"73,7",,
1960/05,204,"69,6","2,5",,10610,"74,1",,,"38,1","0,7",3002,"72,8",,
1960/06,233,"68,7","2,1",,12107,"73,1",,,"38,1","0,9",3425,"71,4",,
1960/07,250,"65,6","1,9",,13095,"69,8",,,"38,2","1,3",3702,"67,6",,
1960/08,271,"61,3","1,8",,14184,"65,2",,,38,"1,2",4026,"63,2",,
