Anmerkungen,"Kapitalgewichtet, bezugsrechtsbereinigt; Basis: Dezember 1869=100.",Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,"Bezogen auf die Bardividende, ab 1977 auf die Bruttodividende.",Ab 1977 ohne Steuergutschrift.,Aktien- Index plus reinvestierte Dividenden; Basis: Dezember 1869=100.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Ab 1977 basierend auf den Dividenden ohne Steuergutschrift.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Basis: 1985=100.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Performance- Index dividiert durch den Index der Lebenshaltungskosten; Basis: Dezember 1869=100.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Ab 1977 netto Performance- Index dividiert durch den Index der Lebenshaltungskosten.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.
1983/02,236,"2,8","4,6",3,29917,"8,6",26677,"6,5","94,5","4,9",3417,"3,4",3046,"1,5"
1983/03,259,"4,3","4,2","2,7",32781,"10,1",29231,8,"94,5","4,8",3744,5,3338,3
1983/04,281,"6,7","3,8","2,4",35942,"12,7",31692,"10,5","94,7","4,7",4095,"7,5",3611,"5,4"
1983/05,282,"9,4","3,8","2,4",36100,"15,5",32062,"13,3",95,"4,6",4098,"10,3",3642,"8,3"
1983/06,281,"12,8","3,7","2,3",36021,19,31991,"16,8","95,2","4,3",4082,14,3626,"11,9"
1983/07,293,"16,9","3,5","2,3",38000,"23,2",33278,21,"95,5","4,1",4292,"18,3",3760,"16,2"
1983/08,286,21,"3,7","2,4",37118,"27,3",32801,"25,1","96,1","3,9",4167,"22,5",3683,"20,3"
1983/09,282,24,"3,7","2,4",36584,"30,3",32329,"28,1","96,4","3,8",4096,"25,5",3619,"23,4"
1983/10,296,"26,7","3,4","2,2",38454,33,33981,"30,8","96,5","3,6",4298,"28,3",3800,"26,2"
1983/11,304,"29,7","3,4","2,1",39522,"35,9",34925,"33,7","96,6","3,4",4414,"31,3",3901,"29,2"
1983/12,309,"31,7","3,3","2,1",40511,"37,8",35444,"35,7","96,9","3,3",4513,"33,4",3947,"31,4"
1984/01,320,34,"3,2","2,1",41914,"39,9",36907,"37,9",97,"3,2",4661,"35,6",4105,"33,6"
1984/02,318,"35,7","3,3","2,1",41725,"41,5",36740,"39,5","97,2","3,1",4632,"37,3",4078,"35,4"
1984/03,311,"35,4","3,4","2,2",40808,"40,9",35933,39,"97,4",3,4523,"36,8",3981,35
1984/04,311,"33,2","3,6","2,3",41216,"38,5",35909,"36,7","97,5","2,9",4560,"34,6",3974,"32,9"
1984/05,312,"30,9","3,9","2,5",41353,"35,9",36274,"34,2","97,7","2,8",4568,"32,2",4006,"30,5"
1984/06,308,"28,4","3,8","2,4",40808,"33,1",35796,"31,5","97,9","2,9",4500,"29,5",3945,"27,9"
1984/07,295,"24,7","4,1","2,6",39816,"29,2",34361,"27,6","97,8","2,8",4394,"25,7",3791,"24,1"
1984/08,302,"21,8","3,9","2,5",40703,"26,1",35497,"24,6","97,8","2,7",4492,"22,9",3916,"21,4"
1984/09,317,20,"3,7","2,4",42698,"24,2",37237,"22,7","97,9","2,6",4708,"21,2",4104,"19,7"
1984/10,329,"17,9","3,7","2,3",44332,"22,1",38662,"20,6","98,5","2,5",4856,"19,2",4235,"17,7"
1984/11,332,"15,6","3,7","2,4",44720,"19,7",39001,"18,2","98,7","2,5",4890,"16,9",4264,"15,4"
1984/12,335,"13,6","3,6","2,3",45597,"17,6",39339,"16,2","98,8","2,4",4982,"14,9",4296,"13,5"
1985/01,351,"11,5","3,5","2,2",47837,"15,5",41559,"14,1",99,"2,4",5213,"12,9",4529,"11,4"
1985/02,358,10,"3,4","2,2",48818,"14,1",42410,"12,6","99,4","2,3",5298,"11,5",4604,"10,1"
1985/03,371,"10,1","3,5","2,2",50526,"14,2",43894,"12,7","99,8","2,3",5461,"11,7",4746,"10,2"
1985/04,376,11,"3,6","2,3",51723,"15,2",44454,"13,6",100,"2,2",5581,"12,6",4797,"11,1"
1985/05,389,"12,2","3,4","2,2",53620,"16,5",46403,"14,9","100,1","2,2",5781,"13,9",5002,"12,4"
1985/06,421,"14,5","3,2","2,1",57951,"18,9",50152,"17,3",100,"2,2",6253,"16,3",5411,"14,7"
1985/07,428,18,"3,4","2,2",59763,"22,6",51034,"20,9","100,1","2,2",6443,"19,9",5501,"18,3"
1985/08,430,21,"3,1",2,60050,"25,7",51721,24,100,"2,2",6479,"22,9",5581,"21,3"
1985/09,460,"23,7",3,"1,9",64239,"28,5",55328,"26,8","100,2","2,3",6918,"25,6",5958,"23,9"
1985/10,500,"27,2","2,7","1,7",69719,"32,1",60048,"30,4","100,3","2,2",7500,"29,1",6460,"27,4"
1985/11,530,"31,5","2,7","1,8",73993,"36,6",63730,"34,8","100,4","2,2",7952,"33,6",6849,"31,8"
1985/12,545,"36,2","2,5","1,6",76681,"41,4",65559,"39,5","100,5","2,2",8233,"38,3",7039,"36,5"
1986/01,617,42,"2,5","1,6",86681,"47,3",74461,"45,5","100,4","2,1",9316,"44,2",8002,"42,4"
1986/02,592,"46,6","2,6","1,7",83213,"51,9",71482,"50,1","100,3",2,8952,"48,9",7690,"47,1"
1986/03,615,"50,6","2,4","1,6",86508,56,74312,"54,1","100,1","1,8",9325,"53,2",8010,"51,4"
1986/04,661,"55,3","2,5","1,6",93677,"60,7",79874,"58,8","99,9","1,6",10118,"58,2",8627,"56,4"
1986/05,609,"57,7","2,8","1,8",86251,63,73895,"61,2","99,9","1,4",9316,"60,9",7981,"59,1"
1986/06,593,"57,6","2,8","1,8",84038,"62,7",71999,61,100,"1,2",9068,"60,9",7769,"59,2"
1986/07,560,"55,8",3,"1,9",80211,"60,7",67907,59,"99,7","1,7",8681,"59,3",7349,"57,6"
1986/08,609,"55,3","2,6","1,7",87224,60,74411,"58,4","99,7","0,8",9440,"58,9",8053,"57,3"
1986/09,617,"53,9","2,8","1,8",88373,"58,4",75391,"56,8","99,9","0,5",9545,"57,6",8143,"56,1"
1986/10,600,"50,5","2,8","1,8",86045,"54,7",73405,"53,3","99,6","0,3",9322,"54,3",7952,"52,8"
1986/11,606,"45,9","2,7","1,7",86811,50,74059,"48,6","99,5","0,1",9414,"49,9",8031,"48,5"
1986/12,617,"41,4","2,7","1,8",89129,"45,2",75416,"43,9","99,5","-0,1",9665,"45,5",8178,"44,1"
1987/01,576,"33,7","3,1",2,83276,"37,3",70835,36,"99,7","-0,3",9013,"37,7",7666,"36,5"
1987/02,525,27,"3,2","2,1",75819,"30,3",64492,"29,2","99,7","-0,4",8206,"30,9",6980,"29,7"
1987/03,520,"20,1","3,3","2,1",75195,"23,3",63962,"22,1","99,8","-0,5",8130,"23,9",6915,"22,7"
1987/04,544,"12,7","3,2","2,1",79344,"15,7",66842,"14,6","99,9","-0,4",8570,"16,2",7220,"15,1"
1987/05,529,"7,6","3,3","2,1",77244,"10,5",65478,"9,4",100,"-0,4",8335,"10,9",7065,"9,9"
1987/06,538,"3,9","3,2",2,78534,"6,7",66571,"5,7","100,1","-0,4",8465,"7,2",7176,"6,2"
1987/07,572,"2,1",3,"1,9",84482,"4,9",70767,"3,9","100,3","-0,3",9088,"5,2",7613,"4,2"
1987/08,602,"-0,7","2,9","1,9",88823,"2,1",74973,"1,1","100,4","-0,2",9546,"2,4",8057,"1,3"
1987/09,588,"-3,3",3,"1,9",86759,"-0,5",73231,"-1,5","100,3","-0,2",9333,"-0,3",7878,"-1,3"
1987/10,541,"-5,5","3,8","2,4",79837,"-2,7",67389,"-3,7","100,3","-0,1",8589,"-2,7",7250,"-3,7"
1987/11,417,"-9,1","4,3","2,8",61502,"-6,4",51913,"-7,4","100,4","0,1",6610,"-6,5",5579,"-7,5"
1987/12,402,"-12,9","4,4","2,8",60195,"-10,3",50145,"-11,3","100,5","0,2",6463,"-10,5",5384,"-11,5"
1988/01,386,"-15,1","4,6",3,57673,"-12,5",48452,"-13,5","100,5","0,4",6192,"-12,8",5202,"-13,8"
1988/02,402,-16,"4,1","2,6",60072,"-13,4",50467,"-14,4","100,7","0,5",6437,"-13,8",5408,"-14,8"
1988/03,429,"-16,1","4,1","2,6",64163,"-13,5",53904,"-14,5","100,8","0,6",6868,-14,5770,-15
1988/04,428,"-16,4","4,1","2,6",64861,"-13,7",53827,"-14,7",101,"0,7",6929,"-14,3",5750,"-15,3"
1988/05,417,-17,"4,2","2,7",63117,"-14,4",52794,"-15,4","101,2","0,8",6730,-15,5629,-16
1988/06,440,"-17,8",4,"2,6",66573,"-15,1",55685,"-16,1","101,3","0,9",7091,"-15,8",5931,"-16,8"
1988/07,456,"-19,7","3,9","2,5",70176,"-16,9",57794,"-17,9","101,5","0,9",7460,"-17,7",6144,"-18,7"
1988/08,456,"-21,7","3,9","2,5",70208,"-18,9",58400,-20,"101,6","1,7",7456,"-19,7",6202,"-20,7"
1988/09,473,-23,"3,7","2,4",72770,"-20,2",60531,"-21,3","101,7","1,1",7721,-21,6422,"-22,1"
1988/10,496,-23,"3,6","2,3",76217,"-20,1",63398,"-21,2","101,8","1,1",8078,-21,6720,"-22,1"
1988/11,493,"-19,7","3,7","2,3",75869,"-16,5",63109,"-17,7","102,1","1,2",8018,"-17,5",6669,"-18,7"
1988/12,501,"-15,4","3,5","2,2",77912,-12,64135,"-13,2","102,3","1,3",8218,"-13,1",6765,"-14,4"
1989/01,521,"-10,6","3,5","2,2",80948,"-6,9",67082,"-8,3","102,8","1,4",8496,"-8,2",7041,"-9,6"
1989/02,518,"-6,8","3,6","2,3",80436,-3,66659,"-4,4","103,2","1,5",8410,"-4,5",6969,"-5,9"
1989/03,516,"-3,9","3,5","2,2",80149,"0,1",66420,"-1,4","103,4","1,6",8364,"-1,6",6931,-3
1989/04,534,"-0,2","3,5","2,2",83800,"3,9",68724,"2,4","103,9","1,8",8703,2,7137,"0,5"
1989/05,533,"3,8","3,5","2,2",83735,"8,1",69134,"6,5","104,1","1,9",8679,6,7166,"4,4"
1989/06,562,"7,8","3,4","2,1",88289,"12,2",72893,"10,6","104,2","2,1",9142,"9,9",7548,"8,3"
1989/07,588,"12,4","3,2","2,1",93543,17,76252,"15,4","104,3","2,2",9677,"14,4",7888,"12,8"
1989/08,613,"18,4","3,1",2,97501,"23,1",80133,"21,4","104,3","2,3",10087,"20,2",8290,"18,6"
1989/09,631,24,"3,1",2,100412,"28,8",82525,"27,1","104,6","2,4",10358,"25,6",8513,24
1989/10,614,"27,3","3,3","2,1",97632,"32,1",80240,"30,4","104,9","2,6",10042,"28,7",8253,"27,1"
1989/11,597,"27,5","3,1",2,95015,"32,1",78090,"30,5","105,1","2,7",9755,"28,7",8017,"27,1"
1989/12,645,"27,8","2,9","1,8",103481,"32,4",84326,"30,8","105,5","2,8",10583,"28,8",8624,"27,2"
1990/01,695,"27,8","2,8","1,8",111463,"32,3",91329,"30,8","105,6","2,8",11389,"28,7",9332,"27,2"
1990/02,709,"28,6","2,8","1,8",113707,"33,1",93167,"31,5",106,"2,8",11574,"29,4",9484,"27,9"
1990/03,721,"30,2","2,7","1,7",115686,"34,7",94789,"33,1","106,2","2,8",11754,"30,9",9631,"29,4"
1990/04,727,"31,2",3,"1,9",117652,"35,6",95545,"34,1","106,3","2,8",11942,"31,9",9698,"30,4"
1990/05,716,"31,7",3,"1,9",115888,"36,1",94652,"34,5","106,5","2,7",11741,"32,4",9590,"30,9"
1990/06,713,"31,5","2,9","1,9",115489,"35,8",94326,"34,3","106,6","2,7",11690,"32,3",9548,"30,8"
1990/07,749,"31,3","2,8","1,8",122677,"35,6",99083,"34,1","106,8","2,7",12394,32,10010,"30,6"
1990/08,670,29,"3,3","2,1",109753,"33,1",89283,"31,6","107,2","2,7",11047,"29,6",8987,"28,2"
1990/09,603,"25,4","3,9","2,5",98646,"29,3",80248,"27,9","107,7","2,7",9883,"25,9",8040,"24,6"
1990/10,582,"22,7","3,7","2,4",95213,"26,4",77456,"25,1","108,5","2,7",9469,"23,1",7703,"21,9"
1990/11,577,"20,5","3,7","2,4",94372,24,76771,"22,8","108,2","2,7",9411,"20,9",7656,"19,6"
1990/12,589,"17,2","3,8","2,4",97518,"20,6",78441,"19,3","108,4","2,7",9707,"17,5",7808,"16,4"
1991/01,551,"12,2","3,8","2,4",91153,"15,4",73854,"14,3","108,6","2,7",9057,"12,6",7338,"11,4"
1991/02,592,"7,7","3,5","2,3",98029,"10,7",79424,"9,6","108,9","2,7",9713,8,7870,"6,9"
1991/03,610,"3,2","3,7","2,4",100990,"6,2",81824,"5,1","108,9","2,7",10006,"3,5",8107,"2,5"
1991/04,624,"-0,8","3,6","2,3",104374,"2,1",83671,"1,1","109,3","2,7",10304,"-0,4",8260,"-1,5"
1991/05,633,"-4,2","3,4","2,2",105956,"-1,3",85521,"-2,3","109,7","2,8",10422,"-3,9",8412,"-4,9"
1991/06,648,"-6,8","3,5","2,3",108467,"-3,9",87548,-5,"110,3","2,9",10611,"-6,6",8564,"-7,6"
1991/07,622,"-10,2","3,6","2,3",105558,"-7,4",83994,"-8,4","111,5","3,1",10215,"-10,1",8128,"-11,1"
1991/08,616,"-11,5","3,6","2,3",104546,"-8,6",83954,"-9,7","111,6","3,2",10108,"-11,4",8117,"-12,5"
1991/09,617,-11,"3,7","2,3",104721,"-8,1",84094,"-9,2","111,9","3,2",10098,-11,8109,-12
1991/10,597,"-10,5","3,7","2,4",101371,"-7,4",81404,"-8,6","112,3","3,3",9740,"-10,4",7821,"-11,5"
1991/11,602,"-9,9","3,8","2,4",102104,"-6,8",81992,-8,"112,7","3,4",9775,"-9,9",7850,-11
1991/12,582,"-9,4","3,8","2,4",99950,"-6,2",79358,"-7,4","112,9","3,5",9552,"-9,4",7584,"-10,5"
1992/01,608,-7,"3,6","2,3",104291,"-3,7",83408,"-4,9","112,9","3,6",9967,"-7,1",7971,"-8,2"
1992/02,629,"-5,2","3,5","2,2",107891,"-1,7",86287,-3,"113,5","3,7",10257,"-5,3",8203,"-6,5"
1992/03,638,"-3,4","3,5","2,3",109514,"0,1",87586,"-1,2","114,1","3,9",10356,"-3,7",8283,"-4,9"
1992/04,637,"-1,9","3,5","2,2",110398,"1,7",87968,"0,4","114,3",4,10422,"-2,3",8304,"-3,5"
1992/05,640,"-0,8","3,4","2,2",110933,"2,9",88394,"1,6","114,8","4,2",10427,"-1,3",8308,"-2,5"
1992/06,637,"-0,1","3,5","2,2",110398,"3,6",87968,"2,3",115,"4,2",10358,"-0,6",8254,"-1,8"
1992/07,606,"1,5","3,8","2,4",106593,"5,2",84480,4,"115,2","4,1",9984,1,7913,"-0,2"
1992/08,554,"1,4",4,"2,5",99012,"5,2",77309,"3,9","115,5","4,1",9250,"1,1",7222,"-0,2"
1992/09,545,"0,2","4,1","2,6",95952,"3,9",76047,"2,6","115,9","4,1",8933,"-0,1",7080,"-1,3"
1992/10,527,-1,"4,1","2,6",92839,"2,7",73580,"1,4","116,4","4,1",8606,"-1,3",6821,"-2,5"
1992/11,540,"-2,2",4,"2,6",95011,"1,5",75301,"0,2","116,9",4,8770,"-2,4",6950,"-3,6"
1992/12,537,"-2,7",4,"2,6",95641,"0,9",75477,"-0,3","117,1",4,8813,"-2,9",6955,"-4,1"
1993/01,552,"-4,2","3,9","2,5",98315,"-0,6",77587,"-1,8","117,9",4,8998,"-4,4",7101,"-5,6"
1993/02,583,"-5,3","3,6","2,3",103883,"-1,7",81981,"-2,9","118,3",4,9475,"-5,5",7477,"-6,7"
1993/03,603,"-6,1","3,4","2,2",107473,"-2,6",84814,"-3,8","118,9",4,9753,"-6,3",7697,"-7,4"
1993/04,596,"-6,9","3,5","2,2",107219,"-3,3",84299,"-4,5","119,2",4,9705,-7,7631,"-8,2"
1993/05,582,"-7,7","3,6","2,3",105939,"-4,1",82437,"-5,4","119,6","3,9",9558,"-7,7",7437,-9
1993/06,593,"-8,2","3,6","2,3",107921,"-4,4",83979,"-5,8","119,8","3,9",9720,-8,7564,"-9,4"
1993/07,624,"-7,7","3,5","2,2",113530,"-3,9",89125,"-5,4","120,1",4,10200,"-7,7",8007,"-9,1"
1993/08,660,"-5,5","3,3","2,1",120372,"-1,8",94174,"-3,1","120,3","4,1",10796,"-5,6",8447,"-6,8"
1993/09,662,"-2,9","3,3","2,1",120897,"0,8",94585,"-0,5","120,5","4,1",10826,-3,8470,"-4,3"
